Tweet;Sentimen;step01;tokens;step02;ProcessedText
[HMS Itenas Peduli]Pandemi Covid-19 menghadirkan berbagai keprihatinan sosial di seluruh Indonesia. Sudah saatnya kita keluarga besar HMS Itenas Bandung turun tangan memberikan bantuan kemanusiaan. Ayo Berdonasi untuk Dukung Perlengkapan Medis Tenaga Kesehatan COVID-19!;1.0;allcaps hms allcaps itenas peduli pandemi covid number menghadirkan berbagai keprihatinan sosial di seluruh indonesia sudah saatnya kita keluarga besar allcaps hms allcaps itenas bandung turun tangan memberikan bantuan kemanusiaan ayo berdonasi untuk dukung perlengkapan medis tenaga kesehatan allcaps covid allcaps number;['allcaps', 'hms', 'allcaps', 'itenas', 'peduli', 'pandemi', 'covid', 'number', 'menghadirkan', 'keprihatinan', 'sosial', 'indonesia', 'keluarga', 'allcaps', 'hms', 'allcaps', 'itenas', 'bandung', 'turun', 'tangan', 'bantuan', 'kemanusiaan', 'ayo', 'berdonasi', 'dukung', 'perlengkapan', 'medis', 'tenaga', 'kesehatan', 'allcaps', 'covid', 'allcaps', 'number'];allcaps hms allcaps itenas peduli pandemi covid number menghadirkan keprihatinan sosial indonesia keluarga allcaps hms allcaps itenas bandung turun tangan bantuan kemanusiaan ayo berdonasi dukung perlengkapan medis tenaga kesehatan allcaps covid allcaps number;allcaps hms allcaps itenas peduli pandemi covid number hadir prihatin sosial indonesia keluarga allcaps hms allcaps itenas bandung turun tangan bantu manusia ayo donasi dukung lengkap medis tenaga sehat allcaps covid allcaps number
kemenkeuri Tak bisa dipungkiri, aktivitas perekonomian yang kian tertekan akibat Covid-19 membuat banyak orang harus kehilangan pekerjaan/penghasilan. Pemerintah telah menyusun strategi untuk;1.0;kemenkeuri tak bisa dipungkiri aktivitas perekonomian yang kian tertekan akibat covid number membuat banyak orang harus kehilangan pekerjaan penghasilan pemerintah telah menyusun strategi untuk;['kemenkeuri', 'dipungkiri', 'aktivitas', 'perekonomian', 'kian', 'tertekan', 'akibat', 'covid', 'number', 'orang', 'kehilangan', 'pekerjaan', 'penghasilan', 'pemerintah', 'menyusun', 'strategi'];kemenkeuri dipungkiri aktivitas perekonomian kian tertekan akibat covid number orang kehilangan pekerjaan penghasilan pemerintah menyusun strategi;kemenkeuri dipungkiri aktivitas ekonomi kian tekan akibat covid number orang hilang kerja hasil perintah susun strategi
Kamis malam Se-Dunia Mengetuk pintu langit dan munajat doa ..Memohon pada Sang Khaliq..Merayu Sang Maha mendengar..Meminta Sang Maha AdilUntuk keselamatan Dunia dari wabah Covid-19NU ku selalu ada , tetap ada dan terus ada ;1.0;kamis malam se dunia mengetuk pintu langit dan munajat doa repeated memohon pada sang khaliq repeated merayu sang maha mendengar repeated meminta sang maha adiluntuk keselamatan dunia dari wabah covid nu ku selalu ada tetap ada dan terus ada;['kamis', 'malam', 'dunia', 'mengetuk', 'pintu', 'langit', 'munajat', 'doa', 'repeated', 'memohon', 'sang', 'khaliq', 'repeated', 'merayu', 'sang', 'maha', 'mendengar', 'repeated', 'sang', 'maha', 'adiluntuk', 'keselamatan', 'dunia', 'wabah', 'covid', 'nu', 'ku'];kamis malam dunia mengetuk pintu langit munajat doa repeated memohon sang khaliq repeated merayu sang maha mendengar repeated sang maha adiluntuk keselamatan dunia wabah covid nu ku;kamis malam dunia ketuk pintu langit munajat doa repeated mohon sang khaliq repeated rayu sang maha dengar repeated sang maha adiluntuk selamat dunia wabah covid nu ku
Hari ini hari jumaat.Anda rindu solat jumaat?Mudah2an Covid-19 ini berlalu pergi. Mudah2an peperangan ini kita menang. ;1.0;hari ini hari jumaat anda rindu solat jumaat mudah an covid number ini berlalu pergi mudah an peperangan ini kita menang;['jumaat', 'rindu', 'solat', 'jumaat', 'mudah', 'an', 'covid', 'number', 'pergi', 'mudah', 'an', 'peperangan', 'menang'];jumaat rindu solat jumaat mudah an covid number pergi mudah an peperangan menang;jumaat rindu solat jumaat mudah an covid number pergi mudah an peperangan menang
Dua warga Kabupaten Lampung Utara yang dinyatakan positif terpapar Covid-19 dikarantina di komplek Islamic Center Kotabumi...Menurut Plt Bupati Budi Utomo yang juga Ketua Tim Gugus Tugas Penanggulangan ;1.0;dua warga kabupaten lampung utara yang dinyatakan positif terpapar covid number dikarantina di komplek islamic center kotabumi repeated menurut plt bupati budi utomo yang juga ketua tim gugus tugas penanggulangan;['warga', 'kabupaten', 'lampung', 'utara', 'dinyatakan', 'positif', 'terpapar', 'covid', 'number', 'dikarantina', 'komplek', 'islamic', 'center', 'kotabumi', 'repeated', 'plt', 'bupati', 'budi', 'utomo', 'ketua', 'tim', 'gugus', 'tugas', 'penanggulangan'];warga kabupaten lampung utara dinyatakan positif terpapar covid number dikarantina komplek islamic center kotabumi repeated plt bupati budi utomo ketua tim gugus tugas penanggulangan;warga kabupaten lampung utara nyata positif papar covid number karantina komplek islamic center kotabumi repeated plt bupati budi utomo ketua tim gugus tugas tanggulang
Presiden Tidak ada langkah serius hadapi pandemi Covid-19,akan menjadi bom waktu bagi semua orang indonesia tidak diyerima di dunia internasional .  ;-1.0;presiden tidak ada langkah serius hadapi pandemi covid number akan menjadi bom waktu bagi semua orang indonesia tidak diyerima di dunia internasional;['presiden', 'langkah', 'serius', 'hadapi', 'pandemi', 'covid', 'number', 'bom', 'orang', 'indonesia', 'diyerima', 'dunia', 'internasional'];presiden langkah serius hadapi pandemi covid number bom orang indonesia diyerima dunia internasional;presiden langkah serius hadap pandemi covid number bom orang indonesia diyerima dunia internasional
Bagi anda Korban PHK atau dirumahkan akibat penyebaran virus COVID-19, yuk daftarkan diri anda untuk mendapatkan Kartu PRA KERJA.Mudah koq...Daftar aja di website :;1.0;bagi anda korban allcaps phk allcaps atau dirumahkan akibat penyebaran virus allcaps covid allcaps number yuk daftarkan diri anda untuk mendapatkan kartu allcaps pra kerja allcaps mudah koq repeated daftar aja di website;['korban', 'allcaps', 'phk', 'allcaps', 'dirumahkan', 'akibat', 'penyebaran', 'virus', 'allcaps', 'covid', 'allcaps', 'number', 'yuk', 'daftarkan', 'kartu', 'allcaps', 'pra', 'kerja', 'allcaps', 'mudah', 'koq', 'repeated', 'daftar', 'aja', 'website'];korban allcaps phk allcaps dirumahkan akibat penyebaran virus allcaps covid allcaps number yuk daftarkan kartu allcaps pra kerja allcaps mudah koq repeated daftar aja website;korban allcaps phk allcaps rumah akibat sebar virus allcaps covid allcaps number yuk daftar kartu allcaps pra kerja allcaps mudah koq repeated daftar aja website
bersama, bersatu lawan penyebaran virus Corona Covid-19, Jaga kesehatan, jauhi kerumunan, cuci tangan pakai sabun serta tetap ...Infolingga...;1.0;bersama bersatu lawan penyebaran virus corona covid number jaga kesehatan jauhi kerumunan cuci tangan pakai sabun serta tetap repeated infolingga repeated;['bersatu', 'lawan', 'penyebaran', 'virus', 'corona', 'covid', 'number', 'jaga', 'kesehatan', 'jauhi', 'kerumunan', 'cuci', 'tangan', 'pakai', 'sabun', 'repeated', 'infolingga', 'repeated'];bersatu lawan penyebaran virus corona covid number jaga kesehatan jauhi kerumunan cuci tangan pakai sabun repeated infolingga repeated;satu lawan sebar virus corona covid number jaga sehat jauh kerumun cuci tangan pakai sabun repeated infolingga repeated
Kapolrestabes Semarang Bersama Forkopimda Kota Semarang Memberikan Himbauan Kepada Masyarakat untuk Memakai Masker, Jaga Kebersihan dan Tetap di rumah guna memutus mata rantai penyebaran virus corona atau covid 19....;1.0;kapolrestabes semarang bersama forkopimda kota semarang memberikan himbauan kepada masyarakat untuk memakai masker jaga kebersihan dan tetap di rumah guna memutus mata rantai penyebaran virus corona atau covid number repeated;['kapolrestabes', 'semarang', 'forkopimda', 'kota', 'semarang', 'himbauan', 'masyarakat', 'memakai', 'masker', 'jaga', 'kebersihan', 'rumah', 'memutus', 'mata', 'rantai', 'penyebaran', 'virus', 'corona', 'covid', 'number', 'repeated'];kapolrestabes semarang forkopimda kota semarang himbauan masyarakat memakai masker jaga kebersihan rumah memutus mata rantai penyebaran virus corona covid number repeated;kapolrestabes semarang forkopimda kota semarang himbauan masyarakat pakai masker jaga bersih rumah putus mata rantai sebar virus corona covid number repeated
Gpp nyai mendingan gitu hibur diri daripada keluar rumah, tetap sehat nyai semoga Alloh melindungi dan menjauhkan wabah covid utk kita semua aamiin ;1.0;gpp nyai mendingan gitu hibur diri daripada keluar rumah tetap sehat nyai semoga alloh melindungi dan menjauhkan wabah covid utk kita semua aamiin;['gpp', 'nyai', 'mendingan', 'gitu', 'hibur', 'rumah', 'sehat', 'nyai', 'semoga', 'alloh', 'melindungi', 'menjauhkan', 'wabah', 'covid', 'utk', 'aamiin'];gpp nyai mendingan gitu hibur rumah sehat nyai semoga alloh melindungi menjauhkan wabah covid utk aamiin;gpp nyai mending gitu hibur rumah sehat nyai moga alloh lindung jauh wabah covid utk aamiin
Tak Kenal Lelah, Tim Gugus Tugas Covid 19 Kembali Semprot Pemukiman Padat Penduduk di Belawan -;1.0;tak kenal lelah tim gugus tugas covid number kembali semprot pemukiman padat penduduk di belawan;['kenal', 'lelah', 'tim', 'gugus', 'tugas', 'covid', 'number', 'semprot', 'pemukiman', 'padat', 'penduduk', 'belawan'];kenal lelah tim gugus tugas covid number semprot pemukiman padat penduduk belawan;kenal lelah tim gugus tugas covid number semprot mukim padat duduk belawan
Berapa banyak bahan kempen dia mahu padam da...Daripada release, padam... release, padam macam ni... lebih baik dok dendiam wat keje yg org tk nampak, takyah wat kempen langsung. Save wang kerajaan, boleh masuk tabung Covid-19 tolong rakyat.;0.0;berapa banyak bahan kempen dia mahu padam da repeated daripada release padam repeated release padam macam ni repeated lebih baik dok dendiam wat keje yg org tk nampak takyah wat kempen langsung save wang kerajaan boleh masuk tabung covid number tolong rakyat;['bahan', 'kempen', 'mahu', 'padam', 'da', 'repeated', 'release', 'padam', 'repeated', 'release', 'padam', 'ni', 'repeated', 'dok', 'dendiam', 'wat', 'keje', 'yg', 'org', 'tk', 'nampak', 'takyah', 'wat', 'kempen', 'langsung', 'save', 'wang', 'kerajaan', 'masuk', 'tabung', 'covid', 'number', 'tolong', 'rakyat'];bahan kempen mahu padam da repeated release padam repeated release padam ni repeated dok dendiam wat keje yg org tk nampak takyah wat kempen langsung save wang kerajaan masuk tabung covid number tolong rakyat;bahan kempen mahu padam da repeated release padam repeated release padam ni repeated dok dendiam wat keje yg org tk nampak takyah wat kempen langsung save wang raja masuk tabung covid number tolong rakyat
Surabaya  Babinsa Koramil Tenggilis mejoyo terus berupaya melaksanakan sosialisasi kepada warga masyarakatnya untuk meredam mewabahnya virus corona atau Covid 19.Kali ini Serma Siswono dan Sertu Supri Warsoyo ;1.0;surabaya babinsa koramil tenggilis mejoyo terus berupaya melaksanakan sosialisasi kepada warga masyarakatnya untuk meredam mewabahnya virus corona atau covid number kali ini serma siswono dan sertu supri warsoyo;['surabaya', 'babinsa', 'koramil', 'tenggilis', 'mejoyo', 'berupaya', 'melaksanakan', 'sosialisasi', 'warga', 'masyarakatnya', 'meredam', 'mewabahnya', 'virus', 'corona', 'covid', 'number', 'kali', 'serma', 'siswono', 'sertu', 'supri', 'warsoyo'];surabaya babinsa koramil tenggilis mejoyo berupaya melaksanakan sosialisasi warga masyarakatnya meredam mewabahnya virus corona covid number kali serma siswono sertu supri warsoyo;surabaya babinsa koramil tenggilis mejoyo upaya laksana sosialisasi warga masyarakat redam wabah virus corona covid number kali serma siswono sertu supri warsoyo
Pakai masker, mainkan yoyo mu . Potret ini di sd vita school. Dilakukan sebelum pandemi covid-19 . Tp budaya menggunakan masker sudah dilakukan .Contact Us :Cak Dolan : 085850080188Twitter :;1.0;pakai masker mainkan yoyo mu potret ini di sd vita school dilakukan sebelum pandemi covid number tp budaya menggunakan masker sudah dilakukan contact us cak dolan twitter;['pakai', 'masker', 'mainkan', 'yoyo', 'mu', 'potret', 'sd', 'vita', 'school', 'pandemi', 'covid', 'number', 'tp', 'budaya', 'masker', 'contact', 'us', 'cak', 'dolan', 'twitter'];pakai masker mainkan yoyo mu potret sd vita school pandemi covid number tp budaya masker contact us cak dolan twitter;pakai masker main yoyo mu potret sd vita school pandemi covid number tp budaya masker contact us cak dolan twitter
Cegah Virus Corona Covid-19, Srikandi Polres Pasuruan Bagikan Masker ke Masyarakat.. ;1.0;cegah virus corona covid number srikandi polres pasuruan bagikan masker ke masyarakat repeated;['cegah', 'virus', 'corona', 'covid', 'number', 'srikandi', 'polres', 'pasuruan', 'bagikan', 'masker', 'masyarakat', 'repeated'];cegah virus corona covid number srikandi polres pasuruan bagikan masker masyarakat repeated;cegah virus corona covid number srikandi polres pasuruan bagi masker masyarakat repeated
AWALNYA rezim jkw MEREMEHKAN/ MENUTUPI demi amankan turis, proyek2x, investor, TKA dari negara cina komunis ? tapi saat indonesia DISERANG penguasa gagap tidak bisa mencegah, mengendalikan & lindungi rakyat dari tertular & kematian;-1.0;allcaps awalnya allcaps rezim jkw allcaps meremehkan allcaps allcaps menutupi allcaps demi amankan turis proyek x investor allcaps tka allcaps dari negara cina komunis tapi saat indonesia allcaps diserang allcaps penguasa gagap tidak bisa mencegah mengendalikan lindungi rakyat dari tertular kematian;['allcaps', 'allcaps', 'rezim', 'jkw', 'allcaps', 'meremehkan', 'allcaps', 'allcaps', 'menutupi', 'allcaps', 'amankan', 'turis', 'proyek', 'x', 'investor', 'allcaps', 'tka', 'allcaps', 'negara', 'cina', 'komunis', 'indonesia', 'allcaps', 'diserang', 'allcaps', 'penguasa', 'gagap', 'mencegah', 'mengendalikan', 'lindungi', 'rakyat', 'tertular', 'kematian'];allcaps allcaps rezim jkw allcaps meremehkan allcaps allcaps menutupi allcaps amankan turis proyek x investor allcaps tka allcaps negara cina komunis indonesia allcaps diserang allcaps penguasa gagap mencegah mengendalikan lindungi rakyat tertular kematian;allcaps allcaps rezim jkw allcaps remeh allcaps allcaps tutup allcaps aman turis proyek x investor allcaps tka allcaps negara cina komunis indonesia allcaps serang allcaps kuasa gagap cegah kendali lindung rakyat tular mati
Indonesia tegaskan perlunya DK PBB tunjukkan kesatuan dlm atasi dampak COVID-19 thdp perdamaian & keamanan internasional. Perlu kerja sama global, solidaritas &menghindari diskriminasi serta stigmatisasi. ;1.0;indonesia tegaskan perlunya allcaps dk pbb allcaps tunjukkan kesatuan dlm atasi dampak allcaps covid allcaps number thdp perdamaian keamanan internasional perlu kerja sama global solidaritas menghindari diskriminasi serta stigmatisasi;['indonesia', 'tegaskan', 'allcaps', 'dk', 'pbb', 'allcaps', 'tunjukkan', 'kesatuan', 'dlm', 'atasi', 'dampak', 'allcaps', 'covid', 'allcaps', 'number', 'thdp', 'perdamaian', 'keamanan', 'internasional', 'kerja', 'global', 'solidaritas', 'menghindari', 'diskriminasi', 'stigmatisasi'];indonesia tegaskan allcaps dk pbb allcaps tunjukkan kesatuan dlm atasi dampak allcaps covid allcaps number thdp perdamaian keamanan internasional kerja global solidaritas menghindari diskriminasi stigmatisasi;indonesia tegas allcaps dk pbb allcaps tunjuk satu dlm atas dampak allcaps covid allcaps number thdp damai aman internasional kerja global solidaritas hindar diskriminasi stigmatisasi
Entah entah covid ni syaitan. Yela , sebelum dia kena kurung dia kurung kita dulu . hahahahahahahahahh;-1.0;entah entah covid ni syaitan yela sebelum dia kena kurung dia kurung kita dulu hahahahahahahahahh;['covid', 'ni', 'syaitan', 'yela', 'kena', 'kurung', 'kurung', 'hahahahahahahahahh'];covid ni syaitan yela kena kurung kurung hahahahahahahahahh;covid ni syaitan yela kena kurung kurung hahahahahahahahahh
DPRD Kota Makassar info_dprd_kotamakassar , Pemerintah Makassar Realokasi (refocusing) Anggaran sebesar 190 Milyar, untuk penanganan dampak Pandemi COVID-19 di Kota Makassar. Ketua DPRD kota makassar;1.0;allcaps dprd allcaps kota makassar info dprd kotamakassar pemerintah makassar realokasi refocusing anggaran sebesar number milyar untuk penanganan dampak pandemi allcaps covid allcaps number di kota makassar ketua allcaps dprd allcaps kota makassar;['allcaps', 'dprd', 'allcaps', 'kota', 'makassar', 'info', 'dprd', 'kotamakassar', 'pemerintah', 'makassar', 'realokasi', 'refocusing', 'anggaran', 'number', 'milyar', 'penanganan', 'dampak', 'pandemi', 'allcaps', 'covid', 'allcaps', 'number', 'kota', 'makassar', 'ketua', 'allcaps', 'dprd', 'allcaps', 'kota', 'makassar'];allcaps dprd allcaps kota makassar info dprd kotamakassar pemerintah makassar realokasi refocusing anggaran number milyar penanganan dampak pandemi allcaps covid allcaps number kota makassar ketua allcaps dprd allcaps kota makassar;allcaps dprd allcaps kota makassar info dprd kotamakassar perintah makassar realokasi refocusing anggar number milyar tangan dampak pandemi allcaps covid allcaps number kota makassar ketua allcaps dprd allcaps kota makassar
